Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1972,0.036506,39.6621648,-8.1353519
Belarus,1972,0.01446,53.4250605,27.6971358
United Kingdom,1972,0.015106,54.7023545,-3.2765753
Poland,1972,0.028593,52.215933,19.134422
Belgium,1972,0.016508,50.6402809,4.6667145
Switzerland,1972,0.011105,46.7985624,8.2319736
West Germany,1972,0.018914,40.4203479,-79.1166983
Norway,1972,0.009443,61.1529386,8.7876653
Australia,1972,0.014433,-24.7761086,134.755
Scotland,1972,0.016346,56.7861112,-4.1140518
Lithuania,1972,0.015219,55.3500003,23.7499997
New Zealand -- Maori,1972,0.022761,-41.2086794,174.8683301
Spain,1972,0.020656,39.3260685,-4.8379791
Northern Ireland,1972,0.018338,54.5859836,-6.9591554
Iceland,1972,0.01038,64.9841821,-18.1059013
Austria,1972,0.021911,47.59397,14.12456
Russia,1972,0.017944,64.6863136,97.7453061
New Zealand,1972,0.013922,-41.5000831,172.8344077
England and Wales,1972,0.014837,51.5742454,-2.6999204
Taiwan,1972,0.013819,23.9739374,120.9820179
Hungary,1972,0.030288,47.1817585,19.5060937
France,1972,0.014151,46.603354,1.8883335
Netherlands,1972,0.009481,52.2434979,5.6343227
Ukraine,1972,0.014433,49.4871968,31.2718321
New Zealand -- Non-Maori,1972,0.012633,,
Luxembourg,1972,0.011453,49.8158683,6.1296751
Denmark,1972,0.009799,55.670249,10.3333283
The United States of America,1972,0.015683,35.4202289,-78.0254279
East Germany,1972,0.013387,43.0439394,-87.9081981
Latvia,1972,0.012575,56.8406494,24.7537645
Japan,1972,0.010249,36.5748441,139.2394179
Sweden,1972,0.008832,59.6749712,14.5208584
England and Wales,1972,0.014837,51.5742454,-2.6999204
Finland,1972,0.009645,63.2467777,25.9209164
Czechia,1972,0.017888,49.7439047,15.3381061
Italy,1972,0.024235,42.6384261,12.674297
Bulgaria,1972,0.023115,42.6073975,25.4856617
Estonia,1972,0.013968,58.7523778,25.3319078
Slovakia,1972,0.021781,48.7411522,19.4528646
Ireland,1972,0.016262,52.865196,-7.9794599
France,1972,0.014151,46.603354,1.8883335
Canada,1972,0.015029,61.0666922,-107.991707
