Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1870,0.145749,50.6402809,4.6667145
Norway,1870,0.089734,61.1529386,8.7876653
Scotland,1870,0.124546,56.7861112,-4.1140518
Iceland,1870,0.217171,64.9841821,-18.1059013
England and Wales,1870,0.157894,51.5742454,-2.6999204
France,1870,0.194494,46.603354,1.8883335
Netherlands,1870,0.237447,52.2434979,5.6343227
Denmark,1870,0.13269,55.670249,10.3333283
Sweden,1870,0.135246,59.6749712,14.5208584
England and Wales,1870,0.157894,51.5742454,-2.6999204
France,1870,0.194495,46.603354,1.8883335
