Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1868,0.142072,50.6402809,4.6667145
Norway,1868,0.109799,61.1529386,8.7876653
Scotland,1868,0.116818,56.7861112,-4.1140518
Iceland,1868,0.273631,64.9841821,-18.1059013
England and Wales,1868,0.158212,51.5742454,-2.6999204
France,1868,0.192974,46.603354,1.8883335
Netherlands,1868,0.255251,52.2434979,5.6343227
Denmark,1868,0.149298,55.670249,10.3333283
Sweden,1868,0.163841,59.6749712,14.5208584
England and Wales,1868,0.158212,51.5742454,-2.6999204
France,1868,0.192974,46.603354,1.8883335
