Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1909,0.140503,50.6402809,4.6667145
Switzerland,1909,0.109576,46.7985624,8.2319736
Norway,1909,0.062368,61.1529386,8.7876653
Scotland,1909,0.103054,56.7861112,-4.1140518
Spain,1909,0.164502,39.3260685,-4.8379791
Iceland,1909,0.125837,64.9841821,-18.1059013
England and Wales,1909,0.102821,51.5742454,-2.6999204
France,1909,0.118135,46.603354,1.8883335
Netherlands,1909,0.107793,52.2434979,5.6343227
New Zealand -- Non-Maori,1909,0.055887,,
Denmark,1909,0.091548,55.670249,10.3333283
Sweden,1909,0.067789,59.6749712,14.5208584
England and Wales,1909,0.102821,51.5742454,-2.6999204
Finland,1909,0.111401,63.2467777,25.9209164
Italy,1909,0.160088,42.6384261,12.674297
France,1909,0.118135,46.603354,1.8883335
