Country,Year,Female Baby Death Rate,Latitude,Longitude
Switzerland,1914,0.08494,46.7985624,8.2319736
Norway,1914,0.057883,61.1529386,8.7876653
Scotland,1914,0.109519,56.7861112,-4.1140518
Spain,1914,0.15559,39.3260685,-4.8379791
Iceland,1914,0.076681,64.9841821,-18.1059013
England and Wales,1914,0.098204,51.5742454,-2.6999204
France,1914,0.111575,46.603354,1.8883335
Netherlands,1914,0.101732,52.2434979,5.6343227
New Zealand -- Non-Maori,1914,0.047587,,
Denmark,1914,0.091139,55.670249,10.3333283
Sweden,1914,0.067209,59.6749712,14.5208584
England and Wales,1914,0.098204,51.5742454,-2.6999204
Finland,1914,0.101168,63.2467777,25.9209164
Italy,1914,0.133485,42.6384261,12.674297
France,1914,0.111575,46.603354,1.8883335
