Country,Year,Female Baby Death Rate,Latitude,Longitude
Switzerland,1915,0.079577,46.7985624,8.2319736
Norway,1915,0.056245,61.1529386,8.7876653
Scotland,1915,0.118662,56.7861112,-4.1140518
Spain,1915,0.155404,39.3260685,-4.8379791
Iceland,1915,0.069116,64.9841821,-18.1059013
England and Wales,1915,0.096948,51.5742454,-2.6999204
France,1915,0.105664,46.603354,1.8883335
Netherlands,1915,0.090395,52.2434979,5.6343227
New Zealand -- Non-Maori,1915,0.04272,,
Denmark,1915,0.084124,55.670249,10.3333283
Sweden,1915,0.068119,59.6749712,14.5208584
England and Wales,1915,0.096948,51.5742454,-2.6999204
Finland,1915,0.101305,63.2467777,25.9209164
Italy,1915,0.155299,42.6384261,12.674297
France,1915,0.105664,46.603354,1.8883335
