Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,2003,0.00421,39.6621648,-8.1353519
Greece,2003,0.003549,38.9953683,21.9877132
Belarus,2003,0.006438,53.4250605,27.6971358
United Kingdom,2003,0.004993,54.7023545,-3.2765753
Poland,2003,0.006288,52.215933,19.134422
Belgium,2003,0.003543,50.6402809,4.6667145
Switzerland,2003,0.004096,46.7985624,8.2319736
West Germany,2003,0.003812,40.4203479,-79.1166983
Norway,2003,0.003087,61.1529386,8.7876653
Australia,2003,0.00428,-24.7761086,134.755
Scotland,2003,0.004673,56.7861112,-4.1140518
Lithuania,2003,0.006151,55.3500003,23.7499997
Hong Kong,2003,0.002733,22.2793278,114.1628131
New Zealand -- Maori,2003,0.005223,-41.2086794,174.8683301
Spain,2003,0.003616,39.3260685,-4.8379791
Croatia,2003,0.005404,45.3658443,15.6575209
Israel,2003,0.004812,30.8124247,34.8594762
Northern Ireland,2003,0.00393,54.5859836,-6.9591554
Iceland,2003,0.001994,64.9841821,-18.1059013
Austria,2003,0.00401,47.59397,14.12456
Russia,2003,0.011038,64.6863136,97.7453061
New Zealand,2003,0.004172,-41.5000831,172.8344077
England and Wales,2003,0.005057,51.5742454,-2.6999204
Taiwan,2003,0.005307,23.9739374,120.9820179
Hungary,2003,0.006567,47.1817585,19.5060937
France,2003,0.003578,46.603354,1.8883335
Netherlands,2003,0.004054,52.2434979,5.6343227
Ukraine,2003,0.008236,49.4871968,31.2718321
Germany,2003,0.003723,51.1638175,10.4478313
New Zealand -- Non-Maori,2003,0.003791,,
Luxembourg,2003,0.003938,49.8158683,6.1296751
Denmark,2003,0.003866,55.670249,10.3333283
The United States of America,2003,0.006235,35.4202289,-78.0254279
East Germany,2003,0.003218,43.0439394,-87.9081981
Latvia,2003,0.008196,56.8406494,24.7537645
Japan,2003,0.002865,36.5748441,139.2394179
Sweden,2003,0.002619,59.6749712,14.5208584
Chile,2003,0.007684,-31.7613365,-71.3187697
England and Wales,2003,0.005057,51.5742454,-2.6999204
Finland,2003,0.002996,63.2467777,25.9209164
Czechia,2003,0.003505,49.7439047,15.3381061
Italy,2003,0.003588,42.6384261,12.674297
Republic of Korea,2003,0.004846,36.638392,127.6961188
Slovenia,2003,0.003802,46.1199444,14.8153333
Bulgaria,2003,0.010654,42.6073975,25.4856617
Estonia,2003,0.005445,58.7523778,25.3319078
Slovakia,2003,0.007072,48.7411522,19.4528646
Ireland,2003,0.00452,52.865196,-7.9794599
France,2003,0.003578,46.603354,1.8883335
Canada,2003,0.004854,61.0666922,-107.991707
