Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,2020,0.002331,39.6621648,-8.1353519
United Kingdom,2020,0.003412,54.7023545,-3.2765753
Belgium,2020,0.003065,50.6402809,4.6667145
Switzerland,2020,0.003358,46.7985624,8.2319736
West Germany,2020,0.002965,40.4203479,-79.1166983
Norway,2020,0.001332,61.1529386,8.7876653
Australia,2020,0.002759,-24.7761086,134.755
Scotland,2020,0.003065,56.7861112,-4.1140518
Lithuania,2020,0.002368,55.3500003,23.7499997
Hong Kong,2020,0.001373,22.2793278,114.1628131
Spain,2020,0.002276,39.3260685,-4.8379791
Croatia,2020,0.003636,45.3658443,15.6575209
Northern Ireland,2020,0.00408,54.5859836,-6.9591554
Iceland,2020,0.001377,64.9841821,-18.1059013
New Zealand,2020,0.003195,-41.5000831,172.8344077
England and Wales,2020,0.003423,51.5742454,-2.6999204
Hungary,2020,0.002732,47.1817585,19.5060937
France,2020,0.003208,46.603354,1.8883335
Germany,2020,0.002898,51.1638175,10.4478313
Luxembourg,2020,0.004686,49.8158683,6.1296751
Denmark,2020,0.002837,55.670249,10.3333283
The United States of America,2020,0.004824,35.4202289,-78.0254279
East Germany,2020,0.002588,43.0439394,-87.9081981
Japan,2020,0.001734,36.5748441,139.2394179
Sweden,2020,0.002016,59.6749712,14.5208584
Chile,2020,0.004764,-31.7613365,-71.3187697
England and Wales,2020,0.00343,51.5742454,-2.6999204
Finland,2020,0.0015,63.2467777,25.9209164
Czechia,2020,0.001817,49.7439047,15.3381061
Republic of Korea,2020,0.002111,36.638392,127.6961188
Bulgaria,2020,0.004792,42.6073975,25.4856617
Ireland,2020,0.002921,52.865196,-7.9794599
France,2020,0.003208,46.603354,1.8883335
Canada,2020,0.004029,61.0666922,-107.991707
