Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1948,0.105168,39.6621648,-8.1353519
United Kingdom,1948,0.030527,54.7023545,-3.2765753
Belgium,1948,0.052906,50.6402809,4.6667145
Switzerland,1948,0.031804,46.7985624,8.2319736
Norway,1948,0.024103,61.1529386,8.7876653
Australia,1948,0.024184,-24.7761086,134.755
Scotland,1948,0.036912,56.7861112,-4.1140518
New Zealand -- Maori,1948,0.070994,-41.2086794,174.8683301
Spain,1948,0.067787,39.3260685,-4.8379791
Northern Ireland,1948,0.037601,54.5859836,-6.9591554
Iceland,1948,0.025608,64.9841821,-18.1059013
Austria,1948,0.073267,47.59397,14.12456
New Zealand,1948,0.024022,-41.5000831,172.8344077
England and Wales,1948,0.029382,51.5742454,-2.6999204
France,1948,0.050166,46.603354,1.8883335
Netherlands,1948,0.025207,52.2434979,5.6343227
New Zealand -- Non-Maori,1948,0.018959,,
Denmark,1948,0.029621,55.670249,10.3333283
The United States of America,1948,0.030705,35.4202289,-78.0254279
Japan,1948,0.059343,36.5748441,139.2394179
Sweden,1948,0.019405,59.6749712,14.5208584
England and Wales,1948,0.029382,51.5742454,-2.6999204
Finland,1948,0.046431,63.2467777,25.9209164
Italy,1948,0.070695,42.6384261,12.674297
Bulgaria,1948,0.122427,42.6073975,25.4856617
France,1948,0.050166,46.603354,1.8883335
Canada,1948,0.041898,61.0666922,-107.991707
