Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1981,0.020289,39.6621648,-8.1353519
Greece,1981,0.012387,38.9953683,21.9877132
Belarus,1981,0.013635,53.4250605,27.6971358
United Kingdom,1981,0.009588,54.7023545,-3.2765753
Poland,1981,0.021464,52.215933,19.134422
Belgium,1981,0.009384,50.6402809,4.6667145
Switzerland,1981,0.006352,46.7985624,8.2319736
West Germany,1981,0.010178,40.4203479,-79.1166983
Norway,1981,0.006495,61.1529386,8.7876653
Australia,1981,0.009043,-24.7761086,134.755
Scotland,1981,0.010374,56.7861112,-4.1140518
Lithuania,1981,0.01431,55.3500003,23.7499997
New Zealand -- Maori,1981,0.01558,-41.2086794,174.8683301
Spain,1981,0.010216,39.3260685,-4.8379791
Northern Ireland,1981,0.011577,54.5859836,-6.9591554
Iceland,1981,0.004742,64.9841821,-18.1059013
Austria,1981,0.010651,47.59397,14.12456
Russia,1981,0.018386,64.6863136,97.7453061
New Zealand,1981,0.010101,-41.5000831,172.8344077
England and Wales,1981,0.009416,51.5742454,-2.6999204
Taiwan,1981,0.009419,23.9739374,120.9820179
Hungary,1981,0.018111,47.1817585,19.5060937
France,1981,0.008376,46.603354,1.8883335
Netherlands,1981,0.007117,52.2434979,5.6343227
Ukraine,1981,0.013725,49.4871968,31.2718321
New Zealand -- Non-Maori,1981,0.009383,,
Luxembourg,1981,0.008877,49.8158683,6.1296751
Denmark,1981,0.006759,55.670249,10.3333283
The United States of America,1981,0.010687,35.4202289,-78.0254279
East Germany,1981,0.010142,43.0439394,-87.9081981
Latvia,1981,0.012611,56.8406494,24.7537645
Japan,1981,0.006324,36.5748441,139.2394179
Sweden,1981,0.006416,59.6749712,14.5208584
England and Wales,1981,0.009416,51.5742454,-2.6999204
Finland,1981,0.005555,63.2467777,25.9209164
Czechia,1981,0.012623,49.7439047,15.3381061
Italy,1981,0.012597,42.6384261,12.674297
Bulgaria,1981,0.01653,42.6073975,25.4856617
Estonia,1981,0.015436,58.7523778,25.3319078
Slovakia,1981,0.015982,48.7411522,19.4528646
Ireland,1981,0.009283,52.865196,-7.9794599
France,1981,0.008376,46.603354,1.8883335
Canada,1981,0.008468,61.0666922,-107.991707
