Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1978,0.02568,39.6621648,-8.1353519
Belarus,1978,0.014629,53.4250605,27.6971358
United Kingdom,1978,0.012123,54.7023545,-3.2765753
Poland,1978,0.023675,52.215933,19.134422
Belgium,1978,0.011125,50.6402809,4.6667145
Switzerland,1978,0.006912,46.7985624,8.2319736
West Germany,1978,0.012739,40.4203479,-79.1166983
Norway,1978,0.007719,61.1529386,8.7876653
Australia,1978,0.010761,-24.7761086,134.755
Scotland,1978,0.011501,56.7861112,-4.1140518
Lithuania,1978,0.016092,55.3500003,23.7499997
New Zealand -- Maori,1978,0.01491,-41.2086794,174.8683301
Spain,1978,0.013422,39.3260685,-4.8379791
Northern Ireland,1978,0.015058,54.5859836,-6.9591554
Iceland,1978,0.010903,64.9841821,-18.1059013
Austria,1978,0.012813,47.59397,14.12456
Russia,1978,0.020092,64.6863136,97.7453061
New Zealand,1978,0.010971,-41.5000831,172.8344077
England and Wales,1978,0.012059,51.5742454,-2.6999204
Taiwan,1978,0.010051,23.9739374,120.9820179
Hungary,1978,0.020718,47.1817585,19.5060937
France,1978,0.009405,46.603354,1.8883335
Netherlands,1978,0.007805,52.2434979,5.6343227
Ukraine,1978,0.015508,49.4871968,31.2718321
New Zealand -- Non-Maori,1978,0.010433,,
Luxembourg,1978,0.01091,49.8158683,6.1296751
Denmark,1978,0.007706,55.670249,10.3333283
The United States of America,1978,0.012223,35.4202289,-78.0254279
East Germany,1978,0.011099,43.0439394,-87.9081981
Latvia,1978,0.015775,56.8406494,24.7537645
Japan,1978,0.007314,36.5748441,139.2394179
Sweden,1978,0.006596,59.6749712,14.5208584
England and Wales,1978,0.012059,51.5742454,-2.6999204
Finland,1978,0.006848,63.2467777,25.9209164
Czechia,1978,0.014185,49.7439047,15.3381061
Italy,1978,0.014894,42.6384261,12.674297
Bulgaria,1978,0.019798,42.6073975,25.4856617
Estonia,1978,0.01351,58.7523778,25.3319078
Slovakia,1978,0.018875,48.7411522,19.4528646
Ireland,1978,0.013823,52.865196,-7.9794599
France,1978,0.009405,46.603354,1.8883335
Canada,1978,0.010694,61.0666922,-107.991707
