Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1859,0.175192,50.6402809,4.6667145
Norway,1859,0.091796,61.1529386,8.7876653
Scotland,1859,0.10989,56.7861112,-4.1140518
Iceland,1859,0.342383,64.9841821,-18.1059013
England and Wales,1859,0.155994,51.5742454,-2.6999204
France,1859,0.226919,46.603354,1.8883335
Netherlands,1859,0.27183,52.2434979,5.6343227
Denmark,1859,0.129944,55.670249,10.3333283
Sweden,1859,0.145483,59.6749712,14.5208584
England and Wales,1859,0.155994,51.5742454,-2.6999204
France,1859,0.226932,46.603354,1.8883335
