Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1902,0.14718,50.6402809,4.6667145
Switzerland,1902,0.128367,46.7985624,8.2319736
Norway,1902,0.063792,61.1529386,8.7876653
Scotland,1902,0.109256,56.7861112,-4.1140518
Iceland,1902,0.119925,64.9841821,-18.1059013
England and Wales,1902,0.130048,51.5742454,-2.6999204
France,1902,0.140226,46.603354,1.8883335
Netherlands,1902,0.142335,52.2434979,5.6343227
New Zealand -- Non-Maori,1902,0.079253,,
Denmark,1902,0.107714,55.670249,10.3333283
Sweden,1902,0.081321,59.6749712,14.5208584
England and Wales,1902,0.130048,51.5742454,-2.6999204
Finland,1902,0.126323,63.2467777,25.9209164
Italy,1902,0.186088,42.6384261,12.674297
France,1902,0.140226,46.603354,1.8883335
