Country,Year,Female Baby Death Rate,Latitude,Longitude
Switzerland,1916,0.072763,46.7985624,8.2319736
Norway,1916,0.055197,61.1529386,8.7876653
Scotland,1916,0.092724,56.7861112,-4.1140518
Spain,1916,0.148326,39.3260685,-4.8379791
Iceland,1916,0.064361,64.9841821,-18.1059013
England and Wales,1916,0.082466,51.5742454,-2.6999204
France,1916,0.129007,46.603354,1.8883335
Netherlands,1916,0.091119,52.2434979,5.6343227
New Zealand -- Non-Maori,1916,0.046733,,
Denmark,1916,0.094153,55.670249,10.3333283
Sweden,1916,0.064609,59.6749712,14.5208584
England and Wales,1916,0.082466,51.5742454,-2.6999204
Finland,1916,0.103354,63.2467777,25.9209164
Italy,1916,0.151958,42.6384261,12.674297
France,1916,0.129007,46.603354,1.8883335
