Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1850,0.140532,50.6402809,4.6667145
Norway,1850,0.088944,61.1529386,8.7876653
Iceland,1850,0.292057,64.9841821,-18.1059013
England and Wales,1850,0.141755,51.5742454,-2.6999204
France,1850,0.144548,46.603354,1.8883335
Netherlands,1850,0.203847,52.2434979,5.6343227
Denmark,1850,0.174455,55.670249,10.3333283
Sweden,1850,0.147888,59.6749712,14.5208584
England and Wales,1850,0.141755,51.5742454,-2.6999204
France,1850,0.144548,46.603354,1.8883335
