Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1851,0.144415,50.6402809,4.6667145
Norway,1851,0.091835,61.1529386,8.7876653
Iceland,1851,0.257669,64.9841821,-18.1059013
England and Wales,1851,0.151446,51.5742454,-2.6999204
France,1851,0.161201,46.603354,1.8883335
Netherlands,1851,0.199282,52.2434979,5.6343227
Denmark,1851,0.179185,55.670249,10.3333283
Sweden,1851,0.153857,59.6749712,14.5208584
England and Wales,1851,0.151446,51.5742454,-2.6999204
France,1851,0.161201,46.603354,1.8883335
