Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1980,0.021629,39.6621648,-8.1353519
Belarus,1980,0.014013,53.4250605,27.6971358
United Kingdom,1980,0.011096,54.7023545,-3.2765753
Poland,1980,0.022433,52.215933,19.134422
Belgium,1980,0.010701,50.6402809,4.6667145
Switzerland,1980,0.007826,46.7985624,8.2319736
West Germany,1980,0.011544,40.4203479,-79.1166983
Norway,1980,0.007095,61.1529386,8.7876653
Australia,1980,0.009591,-24.7761086,134.755
Scotland,1980,0.010723,56.7861112,-4.1140518
Lithuania,1980,0.012765,55.3500003,23.7499997
New Zealand -- Maori,1980,0.018454,-41.2086794,174.8683301
Spain,1980,0.010322,39.3260685,-4.8379791
Northern Ireland,1980,0.011822,54.5859836,-6.9591554
Iceland,1980,0.004072,64.9841821,-18.1059013
Austria,1980,0.012572,47.59397,14.12456
Russia,1980,0.01897,64.6863136,97.7453061
New Zealand,1980,0.011674,-41.5000831,172.8344077
England and Wales,1980,0.011104,51.5742454,-2.6999204
Taiwan,1980,0.009911,23.9739374,120.9820179
Hungary,1980,0.019789,47.1817585,19.5060937
France,1980,0.008889,46.603354,1.8883335
Netherlands,1980,0.007589,52.2434979,5.6343227
Ukraine,1980,0.013949,49.4871968,31.2718321
New Zealand -- Non-Maori,1980,0.010609,,
Luxembourg,1980,0.013341,49.8158683,6.1296751
Denmark,1980,0.007378,55.670249,10.3333283
The United States of America,1980,0.011387,35.4202289,-78.0254279
East Germany,1980,0.010403,43.0439394,-87.9081981
Latvia,1980,0.013337,56.8406494,24.7537645
Japan,1980,0.00652,36.5748441,139.2394179
Sweden,1980,0.0057,59.6749712,14.5208584
England and Wales,1980,0.011104,51.5742454,-2.6999204
Finland,1980,0.006785,63.2467777,25.9209164
Czechia,1980,0.01333,49.7439047,15.3381061
Italy,1980,0.01246,42.6384261,12.674297
Bulgaria,1980,0.016986,42.6073975,25.4856617
Estonia,1980,0.014594,58.7523778,25.3319078
Slovakia,1980,0.017595,48.7411522,19.4528646
Ireland,1980,0.010181,52.865196,-7.9794599
France,1980,0.008889,46.603354,1.8883335
Canada,1980,0.009353,61.0666922,-107.991707
