Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,2004,0.003211,39.6621648,-8.1353519
Greece,2004,0.003987,38.9953683,21.9877132
Belarus,2004,0.005857,53.4250605,27.6971358
United Kingdom,2004,0.004655,54.7023545,-3.2765753
Poland,2004,0.006081,52.215933,19.134422
Belgium,2004,0.003586,50.6402809,4.6667145
Switzerland,2004,0.003709,46.7985624,8.2319736
West Germany,2004,0.003798,40.4203479,-79.1166983
Norway,2004,0.003089,61.1529386,8.7876653
Australia,2004,0.004236,-24.7761086,134.755
Scotland,2004,0.004083,56.7861112,-4.1140518
Lithuania,2004,0.007462,55.3500003,23.7499997
Hong Kong,2004,0.003711,22.2793278,114.1628131
New Zealand -- Maori,2004,0.007716,-41.2086794,174.8683301
Spain,2004,0.003552,39.3260685,-4.8379791
Croatia,2004,0.00612,45.3658443,15.6575209
Israel,2004,0.004605,30.8124247,34.8594762
Northern Ireland,2004,0.005448,54.5859836,-6.9591554
Iceland,2004,0.002886,64.9841821,-18.1059013
Austria,2004,0.004361,47.59397,14.12456
Russia,2004,0.010154,64.6863136,97.7453061
New Zealand,2004,0.005483,-41.5000831,172.8344077
England and Wales,2004,0.004676,51.5742454,-2.6999204
Taiwan,2004,0.005312,23.9739374,120.9820179
Hungary,2004,0.006082,47.1817585,19.5060937
France,2004,0.003611,46.603354,1.8883335
Netherlands,2004,0.003776,52.2434979,5.6343227
Ukraine,2004,0.008274,49.4871968,31.2718321
Germany,2004,0.003756,51.1638175,10.4478313
New Zealand -- Non-Maori,2004,0.004733,,
Luxembourg,2004,0.004326,49.8158683,6.1296751
Denmark,2004,0.004099,55.670249,10.3333283
The United States of America,2004,0.006248,35.4202289,-78.0254279
East Germany,2004,0.00353,43.0439394,-87.9081981
Latvia,2004,0.009663,56.8406494,24.7537645
Japan,2004,0.002608,36.5748441,139.2394179
Sweden,2004,0.002933,59.6749712,14.5208584
Chile,2004,0.007753,-31.7613365,-71.3187697
England and Wales,2004,0.004676,51.5742454,-2.6999204
Finland,2004,0.002545,63.2467777,25.9209164
Czechia,2004,0.003369,49.7439047,15.3381061
Italy,2004,0.003572,42.6384261,12.674297
Republic of Korea,2004,0.00457,36.638392,127.6961188
Slovenia,2004,0.003959,46.1199444,14.8153333
Bulgaria,2004,0.010337,42.6073975,25.4856617
Estonia,2004,0.006463,58.7523778,25.3319078
Slovakia,2004,0.006422,48.7411522,19.4528646
Ireland,2004,0.004496,52.865196,-7.9794599
France,2004,0.003611,46.603354,1.8883335
Canada,2004,0.005014,61.0666922,-107.991707
