Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1860,0.132705,50.6402809,4.6667145
Norway,1860,0.087384,61.1529386,8.7876653
Scotland,1860,0.133675,56.7861112,-4.1140518
Iceland,1860,0.36252,64.9841821,-18.1059013
England and Wales,1860,0.141494,51.5742454,-2.6999204
France,1860,0.145987,46.603354,1.8883335
Netherlands,1860,0.209166,52.2434979,5.6343227
Denmark,1860,0.134334,55.670249,10.3333283
Sweden,1860,0.128111,59.6749712,14.5208584
England and Wales,1860,0.141494,51.5742454,-2.6999204
France,1860,0.146002,46.603354,1.8883335
