Country,Year,Female Baby Death Rate,Latitude,Longitude
Switzerland,1918,0.083836,46.7985624,8.2319736
Norway,1918,0.057959,61.1529386,8.7876653
Scotland,1918,0.094007,56.7861112,-4.1140518
Spain,1918,0.18979,39.3260685,-4.8379791
Iceland,1918,0.045114,64.9841821,-18.1059013
England and Wales,1918,0.089973,51.5742454,-2.6999204
France,1918,0.154264,46.603354,1.8883335
Netherlands,1918,0.098092,52.2434979,5.6343227
New Zealand -- Non-Maori,1918,0.042381,,
Denmark,1918,0.069421,55.670249,10.3333283
Sweden,1918,0.059072,59.6749712,14.5208584
England and Wales,1918,0.089973,51.5742454,-2.6999204
Finland,1918,0.11388,63.2467777,25.9209164
Italy,1918,0.200545,42.6384261,12.674297
France,1918,0.154264,46.603354,1.8883335
