Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1863,0.161303,50.6402809,4.6667145
Norway,1863,0.10404,61.1529386,8.7876653
Scotland,1863,0.119743,56.7861112,-4.1140518
Iceland,1863,0.253577,64.9841821,-18.1059013
England and Wales,1863,0.145952,51.5742454,-2.6999204
France,1863,0.182235,46.603354,1.8883335
Netherlands,1863,0.219206,52.2434979,5.6343227
Denmark,1863,0.122832,55.670249,10.3333283
Sweden,1863,0.134022,59.6749712,14.5208584
England and Wales,1863,0.145952,51.5742454,-2.6999204
France,1863,0.18228,46.603354,1.8883335
