Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1990,0.009534,39.6621648,-8.1353519
Greece,1990,0.009411,38.9953683,21.9877132
Belarus,1990,0.0096,53.4250605,27.6971358
United Kingdom,1990,0.007012,54.7023545,-3.2765753
Poland,1990,0.016982,52.215933,19.134422
Belgium,1990,0.006819,50.6402809,4.6667145
Switzerland,1990,0.00643,46.7985624,8.2319736
West Germany,1990,0.006165,40.4203479,-79.1166983
Norway,1990,0.005684,61.1529386,8.7876653
Australia,1990,0.007117,-24.7761086,134.755
Scotland,1990,0.006798,56.7861112,-4.1140518
Lithuania,1990,0.009916,55.3500003,23.7499997
Hong Kong,1990,0.004983,22.2793278,114.1628131
New Zealand -- Maori,1990,0.012975,-41.2086794,174.8683301
Spain,1990,0.006916,39.3260685,-4.8379791
Israel,1990,0.009285,30.8124247,34.8594762
Northern Ireland,1990,0.006919,54.5859836,-6.9591554
Iceland,1990,0.004715,64.9841821,-18.1059013
Austria,1990,0.007209,47.59397,14.12456
Russia,1990,0.014408,64.6863136,97.7453061
New Zealand,1990,0.007103,-41.5000831,172.8344077
England and Wales,1990,0.007035,51.5742454,-2.6999204
Taiwan,1990,0.00554,23.9739374,120.9820179
Hungary,1990,0.013522,47.1817585,19.5060937
France,1990,0.006323,46.603354,1.8883335
Netherlands,1990,0.006232,52.2434979,5.6343227
Ukraine,1990,0.010783,49.4871968,31.2718321
Germany,1990,0.006102,51.1638175,10.4478313
New Zealand -- Non-Maori,1990,0.006187,,
Luxembourg,1990,0.007306,49.8158683,6.1296751
Denmark,1990,0.006419,55.670249,10.3333283
The United States of America,1990,0.008607,35.4202289,-78.0254279
East Germany,1990,0.005864,43.0439394,-87.9081981
Latvia,1990,0.01061,56.8406494,24.7537645
Japan,1990,0.00416,36.5748441,139.2394179
Sweden,1990,0.005418,59.6749712,14.5208584
England and Wales,1990,0.007035,51.5742454,-2.6999204
Finland,1990,0.005677,63.2467777,25.9209164
Czechia,1990,0.009329,49.7439047,15.3381061
Italy,1990,0.007208,42.6384261,12.674297
Slovenia,1990,0.00662,46.1199444,14.8153333
Bulgaria,1990,0.012408,42.6073975,25.4856617
Estonia,1990,0.009716,58.7523778,25.3319078
Slovakia,1990,0.010335,48.7411522,19.4528646
Ireland,1990,0.007298,52.865196,-7.9794599
France,1990,0.006323,46.603354,1.8883335
Canada,1990,0.006143,61.0666922,-107.991707
