Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1920,0.10693,50.6402809,4.6667145
Switzerland,1920,0.078901,46.7985624,8.2319736
Norway,1920,0.051201,61.1529386,8.7876653
Scotland,1920,0.102606,56.7861112,-4.1140518
Spain,1920,0.192863,39.3260685,-4.8379791
Iceland,1920,0.090288,64.9841821,-18.1059013
England and Wales,1920,0.085803,51.5742454,-2.6999204
France,1920,0.117694,46.603354,1.8883335
Netherlands,1920,0.079854,52.2434979,5.6343227
New Zealand -- Non-Maori,1920,0.052385,,
Denmark,1920,0.086857,55.670249,10.3333283
Sweden,1920,0.06078,59.6749712,14.5208584
England and Wales,1920,0.085224,51.5742454,-2.6999204
Finland,1920,0.100689,63.2467777,25.9209164
Italy,1920,0.147109,42.6384261,12.674297
France,1920,0.117694,46.603354,1.8883335
