Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,2001,0.004229,39.6621648,-8.1353519
Greece,2001,0.004151,38.9953683,21.9877132
Belarus,2001,0.007935,53.4250605,27.6971358
United Kingdom,2001,0.004968,54.7023545,-3.2765753
Poland,2001,0.006802,52.215933,19.134422
Belgium,2001,0.003977,50.6402809,4.6667145
Switzerland,2001,0.004235,46.7985624,8.2319736
West Germany,2001,0.003768,40.4203479,-79.1166983
Norway,2001,0.003431,61.1529386,8.7876653
Australia,2001,0.004371,-24.7761086,134.755
Scotland,2001,0.005271,56.7861112,-4.1140518
Lithuania,2001,0.005884,55.3500003,23.7499997
Hong Kong,2001,0.00245,22.2793278,114.1628131
New Zealand -- Maori,2001,0.008129,-41.2086794,174.8683301
Spain,2001,0.003693,39.3260685,-4.8379791
Croatia,2001,0.00736,45.3658443,15.6575209
Israel,2001,0.005077,30.8124247,34.8594762
Northern Ireland,2001,0.005248,54.5859836,-6.9591554
Iceland,2001,0.00288,64.9841821,-18.1059013
Austria,2001,0.003641,47.59397,14.12456
Russia,2001,0.012801,64.6863136,97.7453061
New Zealand,2001,0.004478,-41.5000831,172.8344077
England and Wales,2001,0.004931,51.5742454,-2.6999204
Taiwan,2001,0.005756,23.9739374,120.9820179
Hungary,2001,0.007499,47.1817585,19.5060937
France,2001,0.004009,46.603354,1.8883335
Netherlands,2001,0.004708,52.2434979,5.6343227
Ukraine,2001,0.010263,49.4871968,31.2718321
Germany,2001,0.003692,51.1638175,10.4478313
New Zealand -- Non-Maori,2001,0.00313,,
Luxembourg,2001,0.005246,49.8158683,6.1296751
Denmark,2001,0.004799,55.670249,10.3333283
The United States of America,2001,0.006229,35.4202289,-78.0254279
East Germany,2001,0.003244,43.0439394,-87.9081981
Latvia,2001,0.010462,56.8406494,24.7537645
Japan,2001,0.002838,36.5748441,139.2394179
Sweden,2001,0.003264,59.6749712,14.5208584
Chile,2001,0.008401,-31.7613365,-71.3187697
England and Wales,2001,0.004931,51.5742454,-2.6999204
Finland,2001,0.002314,63.2467777,25.9209164
Czechia,2001,0.003412,49.7439047,15.3381061
Italy,2001,0.00429,42.6384261,12.674297
Slovenia,2001,0.003466,46.1199444,14.8153333
Bulgaria,2001,0.012968,42.6073975,25.4856617
Estonia,2001,0.007425,58.7523778,25.3319078
Slovakia,2001,0.005257,48.7411522,19.4528646
Ireland,2001,0.00576,52.865196,-7.9794599
France,2001,0.004009,46.603354,1.8883335
Canada,2001,0.004626,61.0666922,-107.991707
