Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1852,0.148741,50.6402809,4.6667145
Norway,1852,0.105652,61.1529386,8.7876653
Iceland,1852,0.245568,64.9841821,-18.1059013
England and Wales,1852,0.157129,51.5742454,-2.6999204
France,1852,0.164527,46.603354,1.8883335
Netherlands,1852,0.229982,52.2434979,5.6343227
Denmark,1852,0.194753,55.670249,10.3333283
Sweden,1852,0.165709,59.6749712,14.5208584
England and Wales,1852,0.157129,51.5742454,-2.6999204
France,1852,0.164527,46.603354,1.8883335
