Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1871,0.169445,50.6402809,4.6667145
Norway,1871,0.085278,61.1529386,8.7876653
Scotland,1871,0.133906,56.7861112,-4.1140518
Iceland,1871,0.273446,64.9841821,-18.1059013
England and Wales,1871,0.155544,51.5742454,-2.6999204
France,1871,0.215333,46.603354,1.8883335
Netherlands,1871,0.25597,52.2434979,5.6343227
Denmark,1871,0.128333,55.670249,10.3333283
Sweden,1871,0.116775,59.6749712,14.5208584
England and Wales,1871,0.155544,51.5742454,-2.6999204
France,1871,0.215333,46.603354,1.8883335
