Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1862,0.149528,50.6402809,4.6667145
Norway,1862,0.115895,61.1529386,8.7876653
Scotland,1862,0.116628,56.7861112,-4.1140518
Iceland,1862,0.391205,64.9841821,-18.1059013
England and Wales,1862,0.140225,51.5742454,-2.6999204
France,1862,0.165461,46.603354,1.8883335
Netherlands,1862,0.212656,52.2434979,5.6343227
Denmark,1862,0.128252,55.670249,10.3333283
Sweden,1862,0.138565,59.6749712,14.5208584
England and Wales,1862,0.140225,51.5742454,-2.6999204
France,1862,0.165422,46.603354,1.8883335
