Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1913,0.133183,50.6402809,4.6667145
Switzerland,1913,0.090175,46.7985624,8.2319736
Norway,1913,0.053468,61.1529386,8.7876653
Scotland,1913,0.104789,56.7861112,-4.1140518
Spain,1913,0.153828,39.3260685,-4.8379791
Iceland,1913,0.054082,64.9841821,-18.1059013
England and Wales,1913,0.102031,51.5742454,-2.6999204
France,1913,0.114777,46.603354,1.8883335
Netherlands,1913,0.09765,52.2434979,5.6343227
New Zealand -- Non-Maori,1913,0.054416,,
Denmark,1913,0.086076,55.670249,10.3333283
Sweden,1913,0.064966,59.6749712,14.5208584
England and Wales,1913,0.102031,51.5742454,-2.6999204
Finland,1913,0.106051,63.2467777,25.9209164
Italy,1913,0.138647,42.6384261,12.674297
France,1913,0.114777,46.603354,1.8883335
