Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1901,0.151611,50.6402809,4.6667145
Switzerland,1901,0.13509,46.7985624,8.2319736
Norway,1901,0.078279,61.1529386,8.7876653
Scotland,1901,0.130243,56.7861112,-4.1140518
Iceland,1901,0.077455,64.9841821,-18.1059013
England and Wales,1901,0.14786,51.5742454,-2.6999204
France,1901,0.15046,46.603354,1.8883335
Netherlands,1901,0.165234,52.2434979,5.6343227
New Zealand -- Non-Maori,1901,0.066417,,
Denmark,1901,0.128985,55.670249,10.3333283
Sweden,1901,0.099639,59.6749712,14.5208584
England and Wales,1901,0.14786,51.5742454,-2.6999204
Finland,1901,0.147303,63.2467777,25.9209164
Italy,1901,0.174812,42.6384261,12.674297
France,1901,0.15046,46.603354,1.8883335
