Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1999,0.005247,39.6621648,-8.1353519
Greece,1999,0.005651,38.9953683,21.9877132
Belarus,1999,0.009351,53.4250605,27.6971358
United Kingdom,1999,0.005051,54.7023545,-3.2765753
Poland,1999,0.007882,52.215933,19.134422
Belgium,1999,0.004161,50.6402809,4.6667145
Switzerland,1999,0.003848,46.7985624,8.2319736
West Germany,1999,0.004048,40.4203479,-79.1166983
Norway,1999,0.00339,61.1529386,8.7876653
Australia,1999,0.005041,-24.7761086,134.755
Scotland,1999,0.004211,56.7861112,-4.1140518
Lithuania,1999,0.008439,55.3500003,23.7499997
Hong Kong,1999,0.002743,22.2793278,114.1628131
New Zealand -- Maori,1999,0.006417,-41.2086794,174.8683301
Spain,1999,0.004156,39.3260685,-4.8379791
Israel,1999,0.005614,30.8124247,34.8594762
Northern Ireland,1999,0.005858,54.5859836,-6.9591554
Iceland,1999,0.001905,64.9841821,-18.1059013
Austria,1999,0.00423,47.59397,14.12456
Russia,1999,0.014475,64.6863136,97.7453061
New Zealand,1999,0.004701,-41.5000831,172.8344077
England and Wales,1999,0.005097,51.5742454,-2.6999204
Taiwan,1999,0.006447,23.9739374,120.9820179
Hungary,1999,0.00747,47.1817585,19.5060937
France,1999,0.003896,46.603354,1.8883335
Netherlands,1999,0.004946,52.2434979,5.6343227
Ukraine,1999,0.010661,49.4871968,31.2718321
Germany,1999,0.004003,51.1638175,10.4478313
New Zealand -- Non-Maori,1999,0.004033,,
Luxembourg,1999,0.003441,49.8158683,6.1296751
Denmark,1999,0.003458,55.670249,10.3333283
The United States of America,1999,0.006629,35.4202289,-78.0254279
East Germany,1999,0.003715,43.0439394,-87.9081981
Latvia,1999,0.012569,56.8406494,24.7537645
Japan,1999,0.003095,36.5748441,139.2394179
Sweden,1999,0.002621,59.6749712,14.5208584
Chile,1999,0.009522,-31.7613365,-71.3187697
England and Wales,1999,0.005097,51.5742454,-2.6999204
Finland,1999,0.003406,63.2467777,25.9209164
Czechia,1999,0.004397,49.7439047,15.3381061
Italy,1999,0.004661,42.6384261,12.674297
Slovenia,1999,0.004236,46.1199444,14.8153333
Bulgaria,1999,0.012726,42.6073975,25.4856617
Estonia,1999,0.0083,58.7523778,25.3319078
Slovakia,1999,0.007534,48.7411522,19.4528646
Ireland,1999,0.005599,52.865196,-7.9794599
France,1999,0.003896,46.603354,1.8883335
Canada,1999,0.004764,61.0666922,-107.991707
