Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1875,0.157292,50.6402809,4.6667145
Norway,1875,0.108192,61.1529386,8.7876653
Scotland,1875,0.130179,56.7861112,-4.1140518
Iceland,1875,0.186123,64.9841821,-18.1059013
England and Wales,1875,0.155309,51.5742454,-2.6999204
France,1875,0.161015,46.603354,1.8883335
Netherlands,1875,0.243209,52.2434979,5.6343227
Denmark,1875,0.156181,55.670249,10.3333283
Sweden,1875,0.151735,59.6749712,14.5208584
England and Wales,1875,0.155309,51.5742454,-2.6999204
Italy,1875,0.243025,42.6384261,12.674297
France,1875,0.161015,46.603354,1.8883335
