Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1899,0.177751,50.6402809,4.6667145
Switzerland,1899,0.136252,46.7985624,8.2319736
Norway,1899,0.090394,61.1529386,8.7876653
Scotland,1899,0.128579,56.7861112,-4.1140518
Iceland,1899,0.083221,64.9841821,-18.1059013
England and Wales,1899,0.163668,51.5742454,-2.6999204
France,1899,0.175428,46.603354,1.8883335
Netherlands,1899,0.163529,52.2434979,5.6343227
Denmark,1899,0.14851,55.670249,10.3333283
Sweden,1899,0.106621,59.6749712,14.5208584
England and Wales,1899,0.163668,51.5742454,-2.6999204
Finland,1899,0.137797,63.2467777,25.9209164
Italy,1899,0.165529,42.6384261,12.674297
France,1899,0.175428,46.603354,1.8883335
