Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1985,0.014686,39.6621648,-8.1353519
Greece,1985,0.011788,38.9953683,21.9877132
Belarus,1985,0.012358,53.4250605,27.6971358
United Kingdom,1985,0.008374,54.7023545,-3.2765753
Poland,1985,0.018957,52.215933,19.134422
Belgium,1985,0.008525,50.6402809,4.6667145
Switzerland,1985,0.006105,46.7985624,8.2319736
West Germany,1985,0.007863,40.4203479,-79.1166983
Norway,1985,0.00674,61.1529386,8.7876653
Australia,1985,0.008719,-24.7761086,134.755
Scotland,1985,0.008809,56.7861112,-4.1140518
Lithuania,1985,0.011688,55.3500003,23.7499997
New Zealand -- Maori,1985,0.013124,-41.2086794,174.8683301
Spain,1985,0.007711,39.3260685,-4.8379791
Israel,1985,0.011106,30.8124247,34.8594762
Northern Ireland,1985,0.008549,54.5859836,-6.9591554
Iceland,1985,0.005596,64.9841821,-18.1059013
Austria,1985,0.008963,47.59397,14.12456
Russia,1985,0.01744,64.6863136,97.7453061
New Zealand,1985,0.009577,-41.5000831,172.8344077
England and Wales,1985,0.008323,51.5742454,-2.6999204
Taiwan,1985,0.006875,23.9739374,120.9820179
Hungary,1985,0.018944,47.1817585,19.5060937
France,1985,0.007215,46.603354,1.8883335
Netherlands,1985,0.007257,52.2434979,5.6343227
Ukraine,1985,0.013276,49.4871968,31.2718321
New Zealand -- Non-Maori,1985,0.009073,,
Luxembourg,1985,0.008499,49.8158683,6.1296751
Denmark,1985,0.007048,55.670249,10.3333283
The United States of America,1985,0.009528,35.4202289,-78.0254279
East Germany,1985,0.008356,43.0439394,-87.9081981
Latvia,1985,0.011591,56.8406494,24.7537645
Japan,1985,0.005048,36.5748441,139.2394179
Sweden,1985,0.006425,59.6749712,14.5208584
England and Wales,1985,0.008323,51.5742454,-2.6999204
Finland,1985,0.00575,63.2467777,25.9209164
Czechia,1985,0.011008,49.7439047,15.3381061
Italy,1985,0.009179,42.6384261,12.674297
Slovenia,1985,0.0099,46.1199444,14.8153333
Bulgaria,1985,0.01379,42.6073975,25.4856617
Estonia,1985,0.010591,58.7523778,25.3319078
Slovakia,1985,0.014101,48.7411522,19.4528646
Ireland,1985,0.008065,52.865196,-7.9794599
France,1985,0.007215,46.603354,1.8883335
Canada,1985,0.007202,61.0666922,-107.991707
