Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1886,0.188316,50.6402809,4.6667145
Switzerland,1886,0.166493,46.7985624,8.2319736
Norway,1886,0.082703,61.1529386,8.7876653
Scotland,1886,0.113948,56.7861112,-4.1140518
Iceland,1886,0.141706,64.9841821,-18.1059013
England and Wales,1886,0.147489,51.5742454,-2.6999204
France,1886,0.163393,46.603354,1.8883335
Netherlands,1886,0.211678,52.2434979,5.6343227
Denmark,1886,0.134456,55.670249,10.3333283
Sweden,1886,0.109109,59.6749712,14.5208584
England and Wales,1886,0.147489,51.5742454,-2.6999204
Finland,1886,0.162551,63.2467777,25.9209164
Italy,1886,0.209936,42.6384261,12.674297
France,1886,0.163393,46.603354,1.8883335
