Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1893,0.17768,50.6402809,4.6667145
Switzerland,1893,0.152441,46.7985624,8.2319736
Norway,1893,0.079685,61.1529386,8.7876653
Scotland,1893,0.133294,56.7861112,-4.1140518
Iceland,1893,0.082393,64.9841821,-18.1059013
England and Wales,1893,0.157812,51.5742454,-2.6999204
France,1893,0.176227,46.603354,1.8883335
Netherlands,1893,0.184099,52.2434979,5.6343227
Denmark,1893,0.15072,55.670249,10.3333283
Sweden,1893,0.099417,59.6749712,14.5208584
England and Wales,1893,0.157812,51.5742454,-2.6999204
Finland,1893,0.126648,63.2467777,25.9209164
Italy,1893,0.189948,42.6384261,12.674297
France,1893,0.176227,46.603354,1.8883335
