Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1937,0.055793,54.7023545,-3.2765753
Belgium,1937,0.077032,50.6402809,4.6667145
Switzerland,1937,0.04281,46.7985624,8.2319736
Norway,1937,0.036458,61.1529386,8.7876653
Australia,1937,0.035262,-24.7761086,134.755
Scotland,1937,0.073057,56.7861112,-4.1140518
Spain,1937,0.130088,39.3260685,-4.8379791
Northern Ireland,1937,0.075868,54.5859836,-6.9591554
Iceland,1937,0.025339,64.9841821,-18.1059013
England and Wales,1937,0.05246,51.5742454,-2.6999204
France,1937,0.063361,46.603354,1.8883335
Netherlands,1937,0.033494,52.2434979,5.6343227
New Zealand -- Non-Maori,1937,0.028674,,
Denmark,1937,0.059298,55.670249,10.3333283
The United States of America,1937,0.053895,35.4202289,-78.0254279
Sweden,1937,0.040341,59.6749712,14.5208584
England and Wales,1937,0.05246,51.5742454,-2.6999204
Finland,1937,0.064105,63.2467777,25.9209164
Italy,1937,0.110437,42.6384261,12.674297
France,1937,0.063361,46.603354,1.8883335
Canada,1937,0.074632,61.0666922,-107.991707
