Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1877,0.12587,50.6402809,4.6667145
Switzerland,1877,0.220083,46.7985624,8.2319736
Norway,1877,0.09622,61.1529386,8.7876653
Scotland,1877,0.112032,56.7861112,-4.1140518
Iceland,1877,0.141399,64.9841821,-18.1059013
England and Wales,1877,0.133128,51.5742454,-2.6999204
France,1877,0.158126,46.603354,1.8883335
Netherlands,1877,0.210071,52.2434979,5.6343227
Denmark,1877,0.129933,55.670249,10.3333283
Sweden,1877,0.125349,59.6749712,14.5208584
England and Wales,1877,0.133128,51.5742454,-2.6999204
Italy,1877,0.217457,42.6384261,12.674297
France,1877,0.158126,46.603354,1.8883335
