Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1923,0.063283,54.7023545,-3.2765753
Belgium,1923,0.093777,50.6402809,4.6667145
Switzerland,1923,0.054494,46.7985624,8.2319736
Norway,1923,0.04143,61.1529386,8.7876653
Australia,1923,0.055646,-24.7761086,134.755
Scotland,1923,0.070359,56.7861112,-4.1140518
Spain,1923,0.15312,39.3260685,-4.8379791
Northern Ireland,1923,0.074707,54.5859836,-6.9591554
Iceland,1923,0.042189,64.9841821,-18.1059013
England and Wales,1923,0.0618,51.5742454,-2.6999204
France,1923,0.09555,46.603354,1.8883335
Netherlands,1923,0.063533,52.2434979,5.6343227
New Zealand -- Non-Maori,1923,0.037575,,
Denmark,1923,0.078138,55.670249,10.3333283
Sweden,1923,0.051563,59.6749712,14.5208584
England and Wales,1923,0.0618,51.5742454,-2.6999204
Finland,1923,0.094397,63.2467777,25.9209164
Italy,1923,0.125805,42.6384261,12.674297
France,1923,0.09555,46.603354,1.8883335
Canada,1923,0.102478,61.0666922,-107.991707
