Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,2006,0.002692,39.6621648,-8.1353519
Greece,2006,0.003834,38.9953683,21.9877132
Belarus,2006,0.005676,53.4250605,27.6971358
United Kingdom,2006,0.004625,54.7023545,-3.2765753
Poland,2006,0.005247,52.215933,19.134422
Belgium,2006,0.003753,50.6402809,4.6667145
Switzerland,2006,0.003985,46.7985624,8.2319736
West Germany,2006,0.003534,40.4203479,-79.1166983
Norway,2006,0.002623,61.1529386,8.7876653
Australia,2006,0.004231,-24.7761086,134.755
Scotland,2006,0.003817,56.7861112,-4.1140518
Lithuania,2006,0.006854,55.3500003,23.7499997
Hong Kong,2006,0.002753,22.2793278,114.1628131
New Zealand -- Maori,2006,0.007134,-41.2086794,174.8683301
Spain,2006,0.00308,39.3260685,-4.8379791
Croatia,2006,0.005483,45.3658443,15.6575209
Israel,2006,0.003607,30.8124247,34.8594762
Northern Ireland,2006,0.004573,54.5859836,-6.9591554
Iceland,2006,0.001395,64.9841821,-18.1059013
Austria,2006,0.003101,47.59397,14.12456
Russia,2006,0.009127,64.6863136,97.7453061
New Zealand,2006,0.004397,-41.5000831,172.8344077
England and Wales,2006,0.004694,51.5742454,-2.6999204
Taiwan,2006,0.00499,23.9739374,120.9820179
Hungary,2006,0.005239,47.1817585,19.5060937
France,2006,0.003325,46.603354,1.8883335
Netherlands,2006,0.0039,52.2434979,5.6343227
Ukraine,2006,0.008477,49.4871968,31.2718321
Germany,2006,0.003485,51.1638175,10.4478313
New Zealand -- Non-Maori,2006,0.003348,,
Luxembourg,2006,0.001917,49.8158683,6.1296751
Denmark,2006,0.003484,55.670249,10.3333283
The United States of America,2006,0.006336,35.4202289,-78.0254279
East Germany,2006,0.003221,43.0439394,-87.9081981
Latvia,2006,0.007167,56.8406494,24.7537645
Japan,2006,0.002518,36.5748441,139.2394179
Sweden,2006,0.002605,59.6749712,14.5208584
Chile,2006,0.007296,-31.7613365,-71.3187697
England and Wales,2006,0.004694,51.5742454,-2.6999204
Finland,2006,0.002492,63.2467777,25.9209164
Czechia,2006,0.002748,49.7439047,15.3381061
Italy,2006,0.003036,42.6384261,12.674297
Republic of Korea,2006,0.00373,36.638392,127.6961188
Slovenia,2006,0.003559,46.1199444,14.8153333
Bulgaria,2006,0.010064,42.6073975,25.4856617
Estonia,2006,0.003148,58.7523778,25.3319078
Slovakia,2006,0.005776,48.7411522,19.4528646
Ireland,2006,0.003282,52.865196,-7.9794599
France,2006,0.003325,46.603354,1.8883335
Canada,2006,0.004674,61.0666922,-107.991707
