Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1858,0.162889,50.6402809,4.6667145
Norway,1858,0.087122,61.1529386,8.7876653
Scotland,1858,0.12071,56.7861112,-4.1140518
Iceland,1858,0.257855,64.9841821,-18.1059013
England and Wales,1858,0.156756,51.5742454,-2.6999204
France,1858,0.180736,46.603354,1.8883335
Netherlands,1858,0.230349,52.2434979,5.6343227
Denmark,1858,0.142236,55.670249,10.3333283
Sweden,1858,0.150004,59.6749712,14.5208584
England and Wales,1858,0.156756,51.5742454,-2.6999204
France,1858,0.180743,46.603354,1.8883335
