Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,2014,0.002282,39.6621648,-8.1353519
Greece,2014,0.003394,38.9953683,21.9877132
Belarus,2014,0.002868,53.4250605,27.6971358
United Kingdom,2014,0.003595,54.7023545,-3.2765753
Poland,2014,0.004036,52.215933,19.134422
Belgium,2014,0.002882,50.6402809,4.6667145
Switzerland,2014,0.003536,46.7985624,8.2319736
West Germany,2014,0.003141,40.4203479,-79.1166983
Norway,2014,0.002207,61.1529386,8.7876653
Australia,2014,0.00333,-24.7761086,134.755
Scotland,2014,0.003546,56.7861112,-4.1140518
Lithuania,2014,0.004509,55.3500003,23.7499997
Hong Kong,2014,0.002492,22.2793278,114.1628131
Spain,2014,0.00262,39.3260685,-4.8379791
Croatia,2014,0.004488,45.3658443,15.6575209
Israel,2014,0.002967,30.8124247,34.8594762
Northern Ireland,2014,0.003553,54.5859836,-6.9591554
Iceland,2014,0.002779,64.9841821,-18.1059013
Austria,2014,0.003094,47.59397,14.12456
Russia,2014,0.006639,64.6863136,97.7453061
New Zealand,2014,0.005144,-41.5000831,172.8344077
England and Wales,2014,0.0036,51.5742454,-2.6999204
Taiwan,2014,0.003415,23.9739374,120.9820179
Hungary,2014,0.004176,47.1817585,19.5060937
France,2014,0.003156,46.603354,1.8883335
Netherlands,2014,0.003276,52.2434979,5.6343227
Germany,2014,0.002991,51.1638175,10.4478313
Luxembourg,2014,0.003077,49.8158683,6.1296751
Denmark,2014,0.00346,55.670249,10.3333283
The United States of America,2014,0.00534,35.4202289,-78.0254279
East Germany,2014,0.002246,43.0439394,-87.9081981
Latvia,2014,0.003704,56.8406494,24.7537645
Japan,2014,0.001989,36.5748441,139.2394179
Sweden,2014,0.001794,59.6749712,14.5208584
Chile,2014,0.007095,-31.7613365,-71.3187697
England and Wales,2014,0.0036,51.5742454,-2.6999204
Finland,2014,0.001979,63.2467777,25.9209164
Czechia,2014,0.002085,49.7439047,15.3381061
Italy,2014,0.002522,42.6384261,12.674297
Republic of Korea,2014,0.002888,36.638392,127.6961188
Slovenia,2014,0.00194,46.1199444,14.8153333
Bulgaria,2014,0.007145,42.6073975,25.4856617
Estonia,2014,0.002556,58.7523778,25.3319078
Slovakia,2014,0.005516,48.7411522,19.4528646
Ireland,2014,0.002909,52.865196,-7.9794599
France,2014,0.003156,46.603354,1.8883335
Canada,2014,0.004236,61.0666922,-107.991707
