Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1857,0.163859,50.6402809,4.6667145
Norway,1857,0.088157,61.1529386,8.7876653
Scotland,1857,0.115363,56.7861112,-4.1140518
Iceland,1857,0.244234,64.9841821,-18.1059013
England and Wales,1857,0.155397,51.5742454,-2.6999204
France,1857,0.18888,46.603354,1.8883335
Netherlands,1857,0.249456,52.2434979,5.6343227
Denmark,1857,0.150354,55.670249,10.3333283
Sweden,1857,0.166328,59.6749712,14.5208584
England and Wales,1857,0.155397,51.5742454,-2.6999204
France,1857,0.188875,46.603354,1.8883335
