Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1933,0.057664,54.7023545,-3.2765753
Belgium,1933,0.082311,50.6402809,4.6667145
Switzerland,1933,0.043032,46.7985624,8.2319736
Norway,1933,0.036663,61.1529386,8.7876653
Australia,1933,0.036193,-24.7761086,134.755
Scotland,1933,0.072799,56.7861112,-4.1140518
Spain,1933,0.117449,39.3260685,-4.8379791
Northern Ireland,1933,0.074111,54.5859836,-6.9591554
Iceland,1933,0.038988,64.9841821,-18.1059013
England and Wales,1933,0.0548,51.5742454,-2.6999204
France,1933,0.071221,46.603354,1.8883335
Netherlands,1933,0.038248,52.2434979,5.6343227
New Zealand -- Non-Maori,1933,0.026829,,
Denmark,1933,0.059885,55.670249,10.3333283
The United States of America,1933,0.054177,35.4202289,-78.0254279
Sweden,1933,0.042315,59.6749712,14.5208584
England and Wales,1933,0.0548,51.5742454,-2.6999204
Finland,1933,0.070661,63.2467777,25.9209164
Italy,1933,0.100803,42.6384261,12.674297
France,1933,0.071221,46.603354,1.8883335
Canada,1933,0.06869,61.0666922,-107.991707
