Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1982,0.01762,39.6621648,-8.1353519
Greece,1982,0.013168,38.9953683,21.9877132
Belarus,1982,0.013515,53.4250605,27.6971358
United Kingdom,1982,0.009559,54.7023545,-3.2765753
Poland,1982,0.021971,52.215933,19.134422
Belgium,1982,0.009833,50.6402809,4.6667145
Switzerland,1982,0.007218,46.7985624,8.2319736
West Germany,1982,0.009732,40.4203479,-79.1166983
Norway,1982,0.007193,61.1529386,8.7876653
Australia,1982,0.008901,-24.7761086,134.755
Scotland,1982,0.009765,56.7861112,-4.1140518
Lithuania,1982,0.013712,55.3500003,23.7499997
New Zealand -- Maori,1982,0.017009,-41.2086794,174.8683301
Spain,1982,0.009957,39.3260685,-4.8379791
Northern Ireland,1982,0.012426,54.5859836,-6.9591554
Iceland,1982,0.006174,64.9841821,-18.1059013
Austria,1982,0.010522,47.59397,14.12456
Russia,1982,0.017595,64.6863136,97.7453061
New Zealand,1982,0.01057,-41.5000831,172.8344077
England and Wales,1982,0.009413,51.5742454,-2.6999204
Taiwan,1982,0.008312,23.9739374,120.9820179
Hungary,1982,0.017128,47.1817585,19.5060937
France,1982,0.008253,46.603354,1.8883335
Netherlands,1982,0.007101,52.2434979,5.6343227
Ukraine,1982,0.013628,49.4871968,31.2718321
New Zealand -- Non-Maori,1982,0.009521,,
Luxembourg,1982,0.011561,49.8158683,6.1296751
Denmark,1982,0.006822,55.670249,10.3333283
The United States of America,1982,0.0103,35.4202289,-78.0254279
East Germany,1982,0.00965,43.0439394,-87.9081981
Latvia,1982,0.011841,56.8406494,24.7537645
Japan,1982,0.005838,36.5748441,139.2394179
Sweden,1982,0.006462,59.6749712,14.5208584
England and Wales,1982,0.009413,51.5742454,-2.6999204
Finland,1982,0.005689,63.2467777,25.9209164
Czechia,1982,0.011956,49.7439047,15.3381061
Italy,1982,0.011689,42.6384261,12.674297
Bulgaria,1982,0.016053,42.6073975,25.4856617
Estonia,1982,0.014692,58.7523778,25.3319078
Slovakia,1982,0.015528,48.7411522,19.4528646
Ireland,1982,0.009655,52.865196,-7.9794599
France,1982,0.008253,46.603354,1.8883335
Canada,1982,0.00792,61.0666922,-107.991707
