Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1900,0.177665,50.6402809,4.6667145
Switzerland,1900,0.146931,46.7985624,8.2319736
Norway,1900,0.077791,61.1529386,8.7876653
Scotland,1900,0.126692,56.7861112,-4.1140518
Iceland,1900,0.127141,64.9841821,-18.1059013
England and Wales,1900,0.151306,51.5742454,-2.6999204
France,1900,0.166386,46.603354,1.8883335
Netherlands,1900,0.16556,52.2434979,5.6343227
Denmark,1900,0.125095,55.670249,10.3333283
Sweden,1900,0.095239,59.6749712,14.5208584
England and Wales,1900,0.151306,51.5742454,-2.6999204
Finland,1900,0.15129,63.2467777,25.9209164
Italy,1900,0.178756,42.6384261,12.674297
France,1900,0.166386,46.603354,1.8883335
