Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1938,0.050349,54.7023545,-3.2765753
Belgium,1938,0.074146,50.6402809,4.6667145
Switzerland,1938,0.03989,46.7985624,8.2319736
Norway,1938,0.030049,61.1529386,8.7876653
Australia,1938,0.033671,-24.7761086,134.755
Scotland,1938,0.065331,56.7861112,-4.1140518
Spain,1938,0.1195,39.3260685,-4.8379791
Northern Ireland,1938,0.075186,54.5859836,-6.9591554
Iceland,1938,0.026319,64.9841821,-18.1059013
England and Wales,1938,0.047306,51.5742454,-2.6999204
France,1938,0.063725,46.603354,1.8883335
Netherlands,1938,0.03293,52.2434979,5.6343227
New Zealand -- Non-Maori,1938,0.031102,,
Denmark,1938,0.052985,55.670249,10.3333283
The United States of America,1938,0.050748,35.4202289,-78.0254279
Sweden,1938,0.038338,59.6749712,14.5208584
England and Wales,1938,0.047306,51.5742454,-2.6999204
Finland,1938,0.064699,63.2467777,25.9209164
Italy,1938,0.106604,42.6384261,12.674297
France,1938,0.063725,46.603354,1.8883335
Canada,1938,0.064164,61.0666922,-107.991707
