Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1905,0.147179,50.6402809,4.6667145
Switzerland,1905,0.124704,46.7985624,8.2319736
Norway,1905,0.070595,61.1529386,8.7876653
Scotland,1905,0.111548,56.7861112,-4.1140518
Iceland,1905,0.099156,64.9841821,-18.1059013
England and Wales,1905,0.123156,51.5742454,-2.6999204
France,1905,0.137649,46.603354,1.8883335
Netherlands,1905,0.13863,52.2434979,5.6343227
New Zealand -- Non-Maori,1905,0.064804,,
Denmark,1905,0.116855,55.670249,10.3333283
Sweden,1905,0.083598,59.6749712,14.5208584
England and Wales,1905,0.123156,51.5742454,-2.6999204
Finland,1905,0.131593,63.2467777,25.9209164
Italy,1905,0.173593,42.6384261,12.674297
France,1905,0.137649,46.603354,1.8883335
