Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1896,0.151809,50.6402809,4.6667145
Switzerland,1896,0.132492,46.7985624,8.2319736
Norway,1896,0.084205,61.1529386,8.7876653
Scotland,1896,0.111145,56.7861112,-4.1140518
Iceland,1896,0.097531,64.9841821,-18.1059013
England and Wales,1896,0.145465,51.5742454,-2.6999204
France,1896,0.141426,46.603354,1.8883335
Netherlands,1896,0.166789,52.2434979,5.6343227
Denmark,1896,0.122872,55.670249,10.3333283
Sweden,1896,0.09981,59.6749712,14.5208584
England and Wales,1896,0.145465,51.5742454,-2.6999204
Finland,1896,0.133854,63.2467777,25.9209164
Italy,1896,0.188555,42.6384261,12.674297
France,1896,0.141426,46.603354,1.8883335
