Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1885,0.149566,50.6402809,4.6667145
Switzerland,1885,0.171515,46.7985624,8.2319736
Norway,1885,0.082067,61.1529386,8.7876653
Scotland,1885,0.115704,56.7861112,-4.1140518
Iceland,1885,0.123562,64.9841821,-18.1059013
England and Wales,1885,0.133551,51.5742454,-2.6999204
France,1885,0.152289,46.603354,1.8883335
Netherlands,1885,0.188117,52.2434979,5.6343227
Denmark,1885,0.118365,55.670249,10.3333283
Sweden,1885,0.111022,59.6749712,14.5208584
England and Wales,1885,0.133551,51.5742454,-2.6999204
Finland,1885,0.171596,63.2467777,25.9209164
Italy,1885,0.206022,42.6384261,12.674297
France,1885,0.152289,46.603354,1.8883335
