Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1944,0.12506,39.6621648,-8.1353519
United Kingdom,1944,0.045709,54.7023545,-3.2765753
Belgium,1944,0.075098,50.6402809,4.6667145
Switzerland,1944,0.038176,46.7985624,8.2319736
Norway,1944,0.031634,61.1529386,8.7876653
Australia,1944,0.028729,-24.7761086,134.755
Scotland,1944,0.060031,56.7861112,-4.1140518
Spain,1944,0.096374,39.3260685,-4.8379791
Northern Ireland,1944,0.063565,54.5859836,-6.9591554
Iceland,1944,0.039481,64.9841821,-18.1059013
England and Wales,1944,0.043016,51.5742454,-2.6999204
France,1944,0.075356,46.603354,1.8883335
Netherlands,1944,0.042598,52.2434979,5.6343227
New Zealand -- Non-Maori,1944,0.027776,,
Denmark,1944,0.044168,55.670249,10.3333283
The United States of America,1944,0.038848,35.4202289,-78.0254279
Sweden,1944,0.027797,59.6749712,14.5208584
England and Wales,1944,0.043016,51.5742454,-2.6999204
Finland,1944,0.0649,63.2467777,25.9209164
Italy,1944,0.100422,42.6384261,12.674297
France,1944,0.075295,46.603354,1.8883335
Canada,1944,0.051822,61.0666922,-107.991707
