Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1958,0.081502,39.6621648,-8.1353519
United Kingdom,1958,0.020896,54.7023545,-3.2765753
Poland,1958,0.065617,52.215933,19.134422
Belgium,1958,0.028046,50.6402809,4.6667145
Switzerland,1958,0.019257,46.7985624,8.2319736
West Germany,1958,0.032669,40.4203479,-79.1166983
Norway,1958,0.017176,61.1529386,8.7876653
Australia,1958,0.01857,-24.7761086,134.755
Scotland,1958,0.025585,56.7861112,-4.1140518
New Zealand -- Maori,1958,0.053999,-41.2086794,174.8683301
Spain,1958,0.04474,39.3260685,-4.8379791
Northern Ireland,1958,0.024953,54.5859836,-6.9591554
Iceland,1958,0.016851,64.9841821,-18.1059013
Austria,1958,0.037872,47.59397,14.12456
New Zealand,1958,0.021344,-41.5000831,172.8344077
England and Wales,1958,0.020112,51.5742454,-2.6999204
Hungary,1958,0.050025,47.1817585,19.5060937
France,1958,0.027814,46.603354,1.8883335
Netherlands,1958,0.016044,52.2434979,5.6343227
New Zealand -- Non-Maori,1958,0.017188,,
Denmark,1958,0.019171,55.670249,10.3333283
The United States of America,1958,0.024429,35.4202289,-78.0254279
East Germany,1958,0.039517,43.0439394,-87.9081981
Japan,1958,0.033228,36.5748441,139.2394179
Sweden,1958,0.013501,59.6749712,14.5208584
England and Wales,1958,0.020112,51.5742454,-2.6999204
Finland,1958,0.0216,63.2467777,25.9209164
Czechia,1958,0.019667,49.7439047,15.3381061
Italy,1958,0.044898,42.6384261,12.674297
Bulgaria,1958,0.047878,42.6073975,25.4856617
Slovakia,1958,0.032494,48.7411522,19.4528646
Ireland,1958,0.03033,52.865196,-7.9794599
France,1958,0.027814,46.603354,1.8883335
Canada,1958,0.02806,61.0666922,-107.991707
