Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1904,0.16021,50.6402809,4.6667145
Switzerland,1904,0.138391,46.7985624,8.2319736
Norway,1904,0.061677,61.1529386,8.7876653
Scotland,1904,0.118437,56.7861112,-4.1140518
Iceland,1904,0.078165,64.9841821,-18.1059013
England and Wales,1904,0.142219,51.5742454,-2.6999204
France,1904,0.149777,46.603354,1.8883335
Netherlands,1904,0.153157,52.2434979,5.6343227
New Zealand -- Non-Maori,1904,0.066362,,
Denmark,1904,0.104346,55.670249,10.3333283
Sweden,1904,0.080654,59.6749712,14.5208584
England and Wales,1904,0.142219,51.5742454,-2.6999204
Finland,1904,0.121118,63.2467777,25.9209164
Italy,1904,0.174387,42.6384261,12.674297
France,1904,0.149777,46.603354,1.8883335
