Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1936,0.056589,54.7023545,-3.2765753
Belgium,1936,0.079417,50.6402809,4.6667145
Switzerland,1936,0.041543,46.7985624,8.2319736
Norway,1936,0.036598,61.1529386,8.7876653
Australia,1936,0.039,-24.7761086,134.755
Scotland,1936,0.075677,56.7861112,-4.1140518
Spain,1936,0.111974,39.3260685,-4.8379791
Northern Ireland,1936,0.074227,54.5859836,-6.9591554
Iceland,1936,0.041428,64.9841821,-18.1059013
England and Wales,1936,0.053044,51.5742454,-2.6999204
France,1936,0.064265,46.603354,1.8883335
Netherlands,1936,0.0353,52.2434979,5.6343227
New Zealand -- Non-Maori,1936,0.03033,,
Denmark,1936,0.060797,55.670249,10.3333283
The United States of America,1936,0.05516,35.4202289,-78.0254279
Sweden,1936,0.039365,59.6749712,14.5208584
England and Wales,1936,0.053044,51.5742454,-2.6999204
Finland,1936,0.060261,63.2467777,25.9209164
Italy,1936,0.096003,42.6384261,12.674297
France,1936,0.064265,46.603354,1.8883335
Canada,1936,0.063311,61.0666922,-107.991707
