Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1966,0.06058,39.6621648,-8.1353519
Belarus,1966,0.019626,53.4250605,27.6971358
United Kingdom,1966,0.017268,54.7023545,-3.2765753
Poland,1966,0.033826,52.215933,19.134422
Belgium,1966,0.022066,50.6402809,4.6667145
Switzerland,1966,0.014871,46.7985624,8.2319736
West Germany,1966,0.0209,40.4203479,-79.1166983
Norway,1966,0.011645,61.1529386,8.7876653
Australia,1966,0.016175,-24.7761086,134.755
Scotland,1966,0.020936,56.7861112,-4.1140518
Lithuania,1966,0.020472,55.3500003,23.7499997
New Zealand -- Maori,1966,0.024222,-41.2086794,174.8683301
Spain,1966,0.03309,39.3260685,-4.8379791
Northern Ireland,1966,0.024464,54.5859836,-6.9591554
Iceland,1966,0.009401,64.9841821,-18.1059013
Austria,1966,0.024397,47.59397,14.12456
Russia,1966,0.022363,64.6863136,97.7453061
New Zealand,1966,0.014778,-41.5000831,172.8344077
England and Wales,1966,0.016581,51.5742454,-2.6999204
Hungary,1966,0.036361,47.1817585,19.5060937
France,1966,0.018796,46.603354,1.8883335
Netherlands,1966,0.012117,52.2434979,5.6343227
Ukraine,1966,0.016362,49.4871968,31.2718321
New Zealand -- Non-Maori,1966,0.013374,,
Luxembourg,1966,0.024348,49.8158683,6.1296751
Denmark,1966,0.014443,55.670249,10.3333283
The United States of America,1966,0.020677,35.4202289,-78.0254279
East Germany,1966,0.019992,43.0439394,-87.9081981
Latvia,1966,0.015588,56.8406494,24.7537645
Japan,1966,0.014987,36.5748441,139.2394179
Sweden,1966,0.01067,59.6749712,14.5208584
England and Wales,1966,0.016581,51.5742454,-2.6999204
Finland,1966,0.013839,63.2467777,25.9209164
Czechia,1966,0.018503,49.7439047,15.3381061
Italy,1966,0.031434,42.6384261,12.674297
Bulgaria,1966,0.028807,42.6073975,25.4856617
Estonia,1966,0.016357,58.7523778,25.3319078
Slovakia,1966,0.024015,48.7411522,19.4528646
Ireland,1966,0.021548,52.865196,-7.9794599
France,1966,0.018796,46.603354,1.8883335
Canada,1966,0.019778,61.0666922,-107.991707
