Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1919,0.123515,50.6402809,4.6667145
Switzerland,1919,0.078104,46.7985624,8.2319736
Norway,1919,0.050582,61.1529386,8.7876653
Scotland,1919,0.101841,56.7861112,-4.1140518
Spain,1919,0.166498,39.3260685,-4.8379791
Iceland,1919,0.059944,64.9841821,-18.1059013
England and Wales,1919,0.083167,51.5742454,-2.6999204
France,1919,0.136898,46.603354,1.8883335
Netherlands,1919,0.091915,52.2434979,5.6343227
New Zealand -- Non-Maori,1919,0.038874,,
Denmark,1919,0.084232,55.670249,10.3333283
Sweden,1919,0.064228,59.6749712,14.5208584
England and Wales,1919,0.083167,51.5742454,-2.6999204
Finland,1919,0.122686,63.2467777,25.9209164
Italy,1919,0.166292,42.6384261,12.674297
France,1919,0.136898,46.603354,1.8883335
