Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1882,0.151194,50.6402809,4.6667145
Switzerland,1882,0.172776,46.7985624,8.2319736
Norway,1882,0.10163,61.1529386,8.7876653
Scotland,1882,0.116398,56.7861112,-4.1140518
Iceland,1882,0.535785,64.9841821,-18.1059013
England and Wales,1882,0.138901,51.5742454,-2.6999204
France,1882,0.164743,46.603354,1.8883335
Netherlands,1882,0.193862,52.2434979,5.6343227
Denmark,1882,0.151868,55.670249,10.3333283
Sweden,1882,0.125323,59.6749712,14.5208584
England and Wales,1882,0.138901,51.5742454,-2.6999204
Finland,1882,0.177416,63.2467777,25.9209164
Italy,1882,0.235869,42.6384261,12.674297
France,1882,0.164743,46.603354,1.8883335
