Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1878,0.159728,50.6402809,4.6667145
Switzerland,1878,0.216202,46.7985624,8.2319736
Norway,1878,0.091627,61.1529386,8.7876653
Scotland,1878,0.119849,56.7861112,-4.1140518
Iceland,1878,0.181059,64.9841821,-18.1059013
England and Wales,1878,0.151132,51.5742454,-2.6999204
France,1878,0.169358,46.603354,1.8883335
Netherlands,1878,0.220408,52.2434979,5.6343227
Denmark,1878,0.136138,55.670249,10.3333283
Sweden,1878,0.132266,59.6749712,14.5208584
England and Wales,1878,0.151132,51.5742454,-2.6999204
Finland,1878,0.183012,63.2467777,25.9209164
Italy,1878,0.218125,42.6384261,12.674297
France,1878,0.169358,46.603354,1.8883335
