Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1988,0.012249,39.6621648,-8.1353519
Greece,1988,0.009711,38.9953683,21.9877132
Belarus,1988,0.010439,53.4250605,27.6971358
United Kingdom,1988,0.007785,54.7023545,-3.2765753
Poland,1988,0.017678,52.215933,19.134422
Belgium,1988,0.008088,50.6402809,4.6667145
Switzerland,1988,0.005784,46.7985624,8.2319736
West Germany,1988,0.006443,40.4203479,-79.1166983
Norway,1988,0.007262,61.1529386,8.7876653
Australia,1988,0.007078,-24.7761086,134.755
Scotland,1988,0.00683,56.7861112,-4.1140518
Lithuania,1988,0.010825,55.3500003,23.7499997
Hong Kong,1988,0.00689,22.2793278,114.1628131
New Zealand -- Maori,1988,0.010761,-41.2086794,174.8683301
Spain,1988,0.007348,39.3260685,-4.8379791
Israel,1988,0.009876,30.8124247,34.8594762
Northern Ireland,1988,0.008368,54.5859836,-6.9591554
Iceland,1988,0.005708,64.9841821,-18.1059013
Austria,1988,0.007531,47.59397,14.12456
Russia,1988,0.015765,64.6863136,97.7453061
New Zealand,1988,0.009588,-41.5000831,172.8344077
England and Wales,1988,0.007853,51.5742454,-2.6999204
Taiwan,1988,0.005934,23.9739374,120.9820179
Hungary,1988,0.014336,47.1817585,19.5060937
France,1988,0.006826,46.603354,1.8883335
Netherlands,1988,0.005651,52.2434979,5.6343227
Ukraine,1988,0.012286,49.4871968,31.2718321
New Zealand -- Non-Maori,1988,0.00945,,
Luxembourg,1988,0.008706,49.8158683,6.1296751
Denmark,1988,0.007237,55.670249,10.3333283
The United States of America,1988,0.009183,35.4202289,-78.0254279
East Germany,1988,0.006763,43.0439394,-87.9081981
Latvia,1988,0.008855,56.8406494,24.7537645
Japan,1988,0.004432,36.5748441,139.2394179
Sweden,1988,0.005158,59.6749712,14.5208584
England and Wales,1988,0.007853,51.5742454,-2.6999204
Finland,1988,0.005606,63.2467777,25.9209164
Czechia,1988,0.010198,49.7439047,15.3381061
Italy,1988,0.008305,42.6384261,12.674297
Slovenia,1988,0.00875,46.1199444,14.8153333
Bulgaria,1988,0.011564,42.6073975,25.4856617
Estonia,1988,0.011282,58.7523778,25.3319078
Slovakia,1988,0.010846,48.7411522,19.4528646
Ireland,1988,0.0078,52.865196,-7.9794599
France,1988,0.006826,46.603354,1.8883335
Canada,1988,0.006391,61.0666922,-107.991707
