Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1992,0.008364,39.6621648,-8.1353519
Greece,1992,0.007875,38.9953683,21.9877132
Belarus,1992,0.010386,53.4250605,27.6971358
United Kingdom,1992,0.005722,54.7023545,-3.2765753
Poland,1992,0.01537,52.215933,19.134422
Belgium,1992,0.007077,50.6402809,4.6667145
Switzerland,1992,0.005382,46.7985624,8.2319736
West Germany,1992,0.005266,40.4203479,-79.1166983
Norway,1992,0.005215,61.1529386,8.7876653
Australia,1992,0.005904,-24.7761086,134.755
Scotland,1992,0.005705,56.7861112,-4.1140518
Lithuania,1992,0.014303,55.3500003,23.7499997
Hong Kong,1992,0.004706,22.2793278,114.1628131
New Zealand -- Maori,1992,0.011121,-41.2086794,174.8683301
Spain,1992,0.006319,39.3260685,-4.8379791
Israel,1992,0.009298,30.8124247,34.8594762
Northern Ireland,1992,0.005632,54.5859836,-6.9591554
Iceland,1992,0.004538,64.9841821,-18.1059013
Austria,1992,0.006514,47.59397,14.12456
Russia,1992,0.014621,64.6863136,97.7453061
New Zealand,1992,0.00603,-41.5000831,172.8344077
England and Wales,1992,0.005727,51.5742454,-2.6999204
Taiwan,1992,0.004865,23.9739374,120.9820179
Hungary,1992,0.012428,47.1817585,19.5060937
France,1992,0.005714,46.603354,1.8883335
Netherlands,1992,0.005665,52.2434979,5.6343227
Ukraine,1992,0.011718,49.4871968,31.2718321
Germany,1992,0.005364,51.1638175,10.4478313
New Zealand -- Non-Maori,1992,0.005373,,
Luxembourg,1992,0.008094,49.8158683,6.1296751
Denmark,1992,0.005702,55.670249,10.3333283
The United States of America,1992,0.007828,35.4202289,-78.0254279
East Germany,1992,0.006109,43.0439394,-87.9081981
Latvia,1992,0.014998,56.8406494,24.7537645
Japan,1992,0.004031,36.5748441,139.2394179
Sweden,1992,0.004654,59.6749712,14.5208584
Chile,1992,0.013842,-31.7613365,-71.3187697
England and Wales,1992,0.005727,51.5742454,-2.6999204
Finland,1992,0.004435,63.2467777,25.9209164
Czechia,1992,0.008522,49.7439047,15.3381061
Italy,1992,0.007206,42.6384261,12.674297
Slovenia,1992,0.008068,46.1199444,14.8153333
Bulgaria,1992,0.014115,42.6073975,25.4856617
Estonia,1992,0.013683,58.7523778,25.3319078
Slovakia,1992,0.010437,48.7411522,19.4528646
Ireland,1992,0.005354,52.865196,-7.9794599
France,1992,0.005714,46.603354,1.8883335
Canada,1992,0.005316,61.0666922,-107.991707
