Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1939,0.04793,54.7023545,-3.2765753
Belgium,1939,0.073345,50.6402809,4.6667145
Switzerland,1939,0.03765,46.7985624,8.2319736
Norway,1939,0.0304,61.1529386,8.7876653
Australia,1939,0.034235,-24.7761086,134.755
Scotland,1939,0.060872,56.7861112,-4.1140518
Spain,1939,0.130235,39.3260685,-4.8379791
Northern Ireland,1939,0.061808,54.5859836,-6.9591554
Iceland,1939,0.029423,64.9841821,-18.1059013
England and Wales,1939,0.045571,51.5742454,-2.6999204
France,1939,0.061994,46.603354,1.8883335
Netherlands,1939,0.030674,52.2434979,5.6343227
New Zealand -- Non-Maori,1939,0.026697,,
Denmark,1939,0.052765,55.670249,10.3333283
The United States of America,1939,0.046848,35.4202289,-78.0254279
Sweden,1939,0.034971,59.6749712,14.5208584
England and Wales,1939,0.045571,51.5742454,-2.6999204
Finland,1939,0.064951,63.2467777,25.9209164
Italy,1939,0.095779,42.6384261,12.674297
France,1939,0.061994,46.603354,1.8883335
Canada,1939,0.05929,61.0666922,-107.991707
