Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1907,0.136542,50.6402809,4.6667145
Switzerland,1907,0.115584,46.7985624,8.2319736
Norway,1907,0.055148,61.1529386,8.7876653
Scotland,1907,0.105757,56.7861112,-4.1140518
Iceland,1907,0.111865,64.9841821,-18.1059013
England and Wales,1907,0.111364,51.5742454,-2.6999204
France,1907,0.132409,46.603354,1.8883335
Netherlands,1907,0.122832,52.2434979,5.6343227
New Zealand -- Non-Maori,1907,0.086217,,
Denmark,1907,0.101504,55.670249,10.3333283
Sweden,1907,0.072054,59.6749712,14.5208584
England and Wales,1907,0.111364,51.5742454,-2.6999204
Finland,1907,0.110987,63.2467777,25.9209164
Italy,1907,0.161834,42.6384261,12.674297
France,1907,0.132409,46.603354,1.8883335
