Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1855,0.170128,50.6402809,4.6667145
Norway,1855,0.087649,61.1529386,8.7876653
Scotland,1855,0.114677,56.7861112,-4.1140518
Iceland,1855,0.256124,64.9841821,-18.1059013
England and Wales,1855,0.149868,51.5742454,-2.6999204
France,1855,0.165245,46.603354,1.8883335
Netherlands,1855,0.221723,52.2434979,5.6343227
Denmark,1855,0.123588,55.670249,10.3333283
Sweden,1855,0.145352,59.6749712,14.5208584
England and Wales,1855,0.149868,51.5742454,-2.6999204
France,1855,0.165245,46.603354,1.8883335
