Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1973,0.040929,39.6621648,-8.1353519
Belarus,1973,0.014108,53.4250605,27.6971358
United Kingdom,1973,0.01465,54.7023545,-3.2765753
Poland,1973,0.026065,52.215933,19.134422
Belgium,1973,0.015388,50.6402809,4.6667145
Switzerland,1973,0.011191,46.7985624,8.2319736
West Germany,1973,0.019013,40.4203479,-79.1166983
Norway,1973,0.009013,61.1529386,8.7876653
Australia,1973,0.013746,-24.7761086,134.755
Scotland,1973,0.015575,56.7861112,-4.1140518
Lithuania,1973,0.015536,55.3500003,23.7499997
New Zealand -- Maori,1973,0.014922,-41.2086794,174.8683301
Spain,1973,0.018742,39.3260685,-4.8379791
Northern Ireland,1973,0.018978,54.5859836,-6.9591554
Iceland,1973,0.008091,64.9841821,-18.1059013
Austria,1973,0.019789,47.59397,14.12456
Russia,1973,0.018015,64.6863136,97.7453061
New Zealand,1973,0.013164,-41.5000831,172.8344077
England and Wales,1973,0.014366,51.5742454,-2.6999204
Taiwan,1973,0.013608,23.9739374,120.9820179
Hungary,1973,0.030088,47.1817585,19.5060937
France,1973,0.013477,46.603354,1.8883335
Netherlands,1973,0.009495,52.2434979,5.6343227
Ukraine,1973,0.013865,49.4871968,31.2718321
New Zealand -- Non-Maori,1973,0.012917,,
Luxembourg,1973,0.009608,49.8158683,6.1296751
Denmark,1973,0.009998,55.670249,10.3333283
The United States of America,1973,0.015246,35.4202289,-78.0254279
East Germany,1973,0.012692,43.0439394,-87.9081981
Latvia,1973,0.012824,56.8406494,24.7537645
Japan,1973,0.009962,36.5748441,139.2394179
Sweden,1973,0.008768,59.6749712,14.5208584
England and Wales,1973,0.014366,51.5742454,-2.6999204
Finland,1973,0.009016,63.2467777,25.9209164
Czechia,1973,0.016628,49.7439047,15.3381061
Italy,1973,0.02342,42.6384261,12.674297
Bulgaria,1973,0.023671,42.6073975,25.4856617
Estonia,1973,0.01414,58.7523778,25.3319078
Slovakia,1973,0.022767,48.7411522,19.4528646
Ireland,1973,0.015765,52.865196,-7.9794599
France,1973,0.013477,46.603354,1.8883335
Canada,1973,0.013586,61.0666922,-107.991707
