Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,2018,0.003019,39.6621648,-8.1353519
Greece,2018,0.003054,38.9953683,21.9877132
Belarus,2018,0.001978,53.4250605,27.6971358
United Kingdom,2018,0.003479,54.7023545,-3.2765753
Poland,2018,0.003509,52.215933,19.134422
Belgium,2018,0.003297,50.6402809,4.6667145
Switzerland,2018,0.003173,46.7985624,8.2319736
West Germany,2018,0.002989,40.4203479,-79.1166983
Norway,2018,0.002167,61.1529386,8.7876653
Australia,2018,0.002731,-24.7761086,134.755
Scotland,2018,0.003185,56.7861112,-4.1140518
Lithuania,2018,0.002947,55.3500003,23.7499997
Hong Kong,2018,0.001631,22.2793278,114.1628131
Spain,2018,0.002447,39.3260685,-4.8379791
Croatia,2018,0.002982,45.3658443,15.6575209
Northern Ireland,2018,0.004343,54.5859836,-6.9591554
Iceland,2018,0.001017,64.9841821,-18.1059013
Austria,2018,0.00238,47.59397,14.12456
New Zealand,2018,0.003597,-41.5000831,172.8344077
England and Wales,2018,0.003472,51.5742454,-2.6999204
Taiwan,2018,0.003945,23.9739374,120.9820179
Hungary,2018,0.003187,47.1817585,19.5060937
France,2018,0.003438,46.603354,1.8883335
Netherlands,2018,0.003026,52.2434979,5.6343227
Germany,2018,0.002885,51.1638175,10.4478313
Luxembourg,2018,0.00463,49.8158683,6.1296751
Denmark,2018,0.003175,55.670249,10.3333283
The United States of America,2018,0.005014,35.4202289,-78.0254279
East Germany,2018,0.002422,43.0439394,-87.9081981
Latvia,2018,0.002907,56.8406494,24.7537645
Japan,2018,0.001803,36.5748441,139.2394179
Sweden,2018,0.001817,59.6749712,14.5208584
Chile,2018,0.006187,-31.7613365,-71.3187697
England and Wales,2018,0.003472,51.5742454,-2.6999204
Finland,2018,0.002044,63.2467777,25.9209164
Czechia,2018,0.00238,49.7439047,15.3381061
Italy,2018,0.002596,42.6384261,12.674297
Republic of Korea,2018,0.002468,36.638392,127.6961188
Slovenia,2018,0.001146,46.1199444,14.8153333
Bulgaria,2018,0.005166,42.6073975,25.4856617
Estonia,2018,0.001302,58.7523778,25.3319078
Slovakia,2018,0.004531,48.7411522,19.4528646
Ireland,2018,0.002474,52.865196,-7.9794599
France,2018,0.003438,46.603354,1.8883335
Canada,2018,0.004466,61.0666922,-107.991707
